id,saledate,vehicletype,manufacturer,price,saletype,color,mileage,financingtype,customerarea
1060,2023-02-15,Legacy,Subaru,29378,used,Red,29992,Cash,Bronx
1061,2019-01-23,Altima,Nissan,28569,new,White,0,Loan,StatenIsland
1062,2019-03-07,Forte,Kia,29233,used,Gray,66517,Lease,Queens
1063,2021-03-16,Legacy,Subaru,34984,new,White,0,Lease,Manhattan
1064,2023-10-31,Focus,Ford,22868,new,Gray,0,Cash,Williamsburg
1065,2019-01-29,Jetta,Volkswagen,18963,used,Gray,27893,Loan,StatenIsland
1066,2023-04-05,Malibu,Chevrolet,18867,new,Red,0,Loan,Tribeca
1067,2022-02-03,Altima,Nissan,27018,used,Blue,44189,Cash,Tribeca
1068,2021-04-22,Corolla,Toyota,16460,used,Gray,53834,Loan,LittleItaly
1069,2020-04-16,Malibu,Chevrolet,28272,used,Gray,33366,Loan,Brooklyn
1070,2020-08-14,Camry,Toyota,25767,new,Silver,0,Lease,Chinatown
1071,2022-04-22,Passat,Volkswagen,27581,used,White,72478,Cash,SoHo
1072,2023-03-11,Legacy,Subaru,27915,used,Gray,44428,Cash,Bronx
1073,2019-04-29,Rogue,Nissan,19921,used,Black,54742,Lease,Manhattan
1074,2019-11-15,Forte,Kia,19850,used,Silver,65610,Lease,Midtown
1075,2019-10-17,Optima,Kia,21173,used,Silver,41474,Cash,Bronx
1076,2022-01-15,Tucson,Hyundai,23576,used,Blue,76104,Loan,Manhattan
1077,2022-01-10,Jetta,Volkswagen,27697,new,Silver,0,Cash,Queens
1078,2023-02-19,Jetta,Volkswagen,26509,used,Black,79341,Lease,Financial
1079,2020-11-03,Camry,Toyota,21296,new,Red,0,Loan,Chelsea
1080,2023-11-16,Impala,Chevrolet,16386,used,White,10329,Lease,Chelsea
1081,2020-02-26,Fusion,Ford,30971,new,Blue,0,Loan,Queens
1082,2020-01-12,Mazda3,Mazda,27780,used,Red,73900,Cash,UpperWest
1083,2019-04-21,CX-5,Mazda,21804,used,Silver,35812,Cash,Chinatown
1084,2021-06-29,Sportage,Kia,19813,used,White,23220,Cash,SoHo
1085,2021-05-08,Altima,Nissan,16410,used,Red,25704,Lease,Astoria
1086,2020-03-10,Impala,Chevrolet,29733,used,Blue,35334,Loan,Manhattan
1087,2019-07-25,Rogue,Nissan,18553,used,Black,35283,Cash,Chelsea
1088,2021-03-11,Civic,Honda,20250,new,Silver,0,Lease,StatenIsland
1089,2023-12-07,Elantra,Hyundai,20023,new,Black,0,Cash,LittleItaly
1090,2022-12-23,CX-5,Mazda,32013,new,Silver,0,Loan,Flushing
1091,2023-12-30,Tucson,Hyundai,25038,new,White,0,Cash,Queens
1092,2022-01-25,RAV4,Toyota,29249,new,Silver,0,Lease,Downtown
1093,2021-11-12,Legacy,Subaru,29050,used,Gray,19981,Cash,Queens
1094,2023-01-16,Impala,Chevrolet,19084,used,Gray,40504,Loan,Manhattan
1095,2022-03-26,Legacy,Subaru,29634,used,Black,66986,Lease,Bronx
1096,2023-08-17,Corolla,Toyota,22743,new,Black,0,Lease,Bronx
1097,2020-09-25,Legacy,Subaru,18553,new,White,0,Lease,Downtown
1098,2020-07-14,Escape,Ford,28099,used,Red,20043,Loan,Chinatown
1099,2019-11-18,Forte,Kia,24482,new,Gray,0,Loan,Tribeca
1100,2020-08-12,Passat,Volkswagen,26826,used,White,69875,Cash,SoHo
1101,2020-04-14,CX-5,Mazda,25828,new,White,0,Cash,Flushing
1102,2021-01-10,Accord,Honda,25282,new,Blue,0,Cash,Williamsburg
1103,2019-03-12,Corolla,Toyota,22114,used,Silver,33912,Lease,Chinatown
1104,2021-08-29,Civic,Honda,19240,used,Red,66271,Lease,Williamsburg
1105,2020-07-09,Sportage,Kia,27550,new,Blue,0,Loan,Midtown
1106,2023-01-15,Sportage,Kia,24523,used,Silver,72358,Lease,Financial
1107,2019-04-22,Focus,Ford,30719,new,Black,0,Lease,Flushing
1108,2020-08-03,CX-5,Mazda,32886,new,Gray,0,Cash,Flushing
1109,2023-05-13,Passat,Volkswagen,29071,new,White,0,Lease,Chelsea
1110,2019-05-12,Accord,Honda,22584,used,Blue,20595,Cash,Harlem
1111,2020-12-21,Outback,Subaru,32023,new,White,0,Loan,Tribeca
1112,2022-04-17,RAV4,Toyota,27562,new,Red,0,Cash,Chelsea
1113,2023-04-13,CX-5,Mazda,17650,used,Red,74093,Lease,Downtown
1114,2022-06-16,Outback,Subaru,29359,used,Blue,68013,Loan,Tribeca
1115,2022-12-26,Tucson,Hyundai,25795,new,Black,0,Cash,TimesSquare
1116,2019-08-31,Civic,Honda,17371,used,Blue,65923,Loan,Williamsburg
1117,2021-03-11,Corolla,Toyota,29494,used,Red,64330,Lease,Downtown
1118,2022-04-17,Escape,Ford,25775,used,White,15638,Lease,SoHo
1119,2020-04-20,Equinox,Chevrolet,20858,new,White,0,Lease,SoHo
1120,2023-01-05,Altima,Nissan,27877,used,Red,18692,Cash,Bronx
1121,2021-05-26,Jetta,Volkswagen,15205,used,Red,58756,Loan,UpperWest
1122,2020-12-12,Mazda3,Mazda,19684,new,Gray,0,Loan,UpperWest
1123,2020-04-18,Escape,Ford,27969,new,White,0,Lease,Financial
1124,2020-06-23,Escape,Ford,22038,used,Blue,43244,Lease,TimesSquare
1125,2020-08-18,Mazda3,Mazda,18234,new,Gray,0,Lease,UpperWest
1126,2022-06-22,Impreza,Subaru,22409,used,Gray,74689,Cash,Brooklyn
1127,2019-12-31,Forte,Kia,32945,new,White,0,Lease,Chinatown
1128,2019-06-23,Corolla,Toyota,16193,used,Gray,29968,Loan,Queens
1129,2023-05-13,Outback,Subaru,17596,used,Red,64819,Cash,Chelsea
1130,2023-09-13,Sonata,Hyundai,18809,new,White,0,Loan,Williamsburg
1131,2021-01-03,Tucson,Hyundai,27675,new,Blue,0,Lease,Astoria
1132,2020-04-02,Rogue,Nissan,33000,new,White,0,Lease,Midtown
1133,2019-04-08,Altima,Nissan,20102,used,White,26597,Cash,StatenIsland
1134,2022-06-29,CX-5,Mazda,33897,new,Blue,0,Lease,SoHo
1135,2019-04-26,Tucson,Hyundai,29015,used,Gray,57241,Cash,Chinatown
1136,2022-06-25,CRV,Honda,30664,new,Red,0,Lease,Tribeca
1137,2019-12-17,CX-5,Mazda,31917,new,Silver,0,Loan,LittleItaly
1138,2023-07-03,Sentra,Nissan,22864,new,Black,0,Lease,SoHo
1139,2023-02-13,Rogue,Nissan,34392,new,White,0,Cash,Flushing
1140,2023-01-25,Camry,Toyota,32194,new,Gray,0,Cash,SoHo
1141,2023-03-19,Corolla,Toyota,21081,used,Silver,18261,Cash,UpperEast
1142,2020-05-19,Malibu,Chevrolet,25186,used,Red,79656,Loan,SoHo
1143,2021-09-20,Fusion,Ford,18012,new,Gray,0,Loan,Downtown
1144,2023-10-02,Fusion,Ford,17914,used,Black,17697,Lease,StatenIsland
1145,2020-12-24,Civic,Honda,25080,used,Red,69606,Lease,Tribeca
1146,2019-01-15,Mazda3,Mazda,21604,used,Gray,75154,Lease,Williamsburg
1147,2019-03-11,Tiguan,Volkswagen,28280,new,Silver,0,Lease,StatenIsland
1148,2020-04-14,CX-5,Mazda,32802,new,Gray,0,Cash,Harlem
1149,2023-09-24,Equinox,Chevrolet,23349,used,Black,20937,Lease,Queens
1150,2020-07-03,Malibu,Chevrolet,23196,new,Blue,0,Loan,Brooklyn
1151,2023-01-04,Outback,Subaru,18348,new,White,0,Cash,Financial
1152,2021-09-13,Impreza,Subaru,19555,used,Silver,27976,Loan,Astoria
1153,2019-03-14,Camry,Toyota,27560,new,Black,0,Cash,Tribeca
1154,2022-12-21,Altima,Nissan,22540,new,Black,0,Cash,Astoria
1155,2019-12-15,CX-5,Mazda,22135,new,Gray,0,Cash,Midtown
1156,2021-12-06,Civic,Honda,30869,new,Blue,0,Loan,Harlem
1157,2021-09-08,Accord,Honda,24342,new,Black,0,Loan,Queens
1158,2022-09-15,Jetta,Volkswagen,30970,new,White,0,Cash,Tribeca
1159,2020-05-17,Sonata,Hyundai,29870,used,Gray,55725,Loan,Chinatown
1160,2019-01-29,Civic,Honda,26505,new,Blue,0,Cash,TimesSquare
1161,2022-12-18,Passat,Volkswagen,22038,used,Red,31477,Cash,Queens
1162,2019-03-16,Optima,Kia,31051,new,Blue,0,Loan,Chinatown
1163,2021-04-19,Corolla,Toyota,17531,used,Red,61103,Lease,Tribeca
1164,2019-01-02,Escape,Ford,26779,used,Red,75100,Loan,Chelsea
1165,2020-09-14,Jetta,Volkswagen,28070,new,Black,0,Cash,LittleItaly
1166,2019-08-19,Civic,Honda,22754,new,Gray,0,Lease,UpperEast
1167,2019-10-23,Passat,Volkswagen,31360,new,Blue,0,Cash,Queens
1168,2019-05-07,Outback,Subaru,26013,used,Gray,50018,Lease,UpperEast
1169,2023-06-13,Sportage,Kia,22649,new,Gray,0,Loan,UpperWest
1170,2019-08-07,Legacy,Subaru,23464,used,White,50198,Lease,StatenIsland
1171,2021-12-06,Outback,Subaru,20343,used,Silver,75061,Loan,Tribeca
1172,2021-03-21,Rogue,Nissan,29285,used,White,50318,Loan,TimesSquare
1173,2022-08-30,Sentra,Nissan,17706,used,White,31338,Lease,UpperWest
1174,2022-04-26,Altima,Nissan,26115,new,White,0,Loan,Midtown
1175,2023-08-21,Passat,Volkswagen,23299,new,Black,0,Cash,Flushing
1176,2021-01-21,Legacy,Subaru,25888,new,Red,0,Loan,Chelsea
1177,2022-01-05,Equinox,Chevrolet,18443,used,Silver,60566,Lease,UpperWest
1178,2023-07-11,Malibu,Chevrolet,21557,used,Silver,34633,Cash,Downtown
1179,2019-04-22,Forte,Kia,17424,used,Silver,71246,Lease,Chinatown
1180,2022-05-22,Escape,Ford,23223,new,Silver,0,Loan,Astoria
1181,2021-09-29,Civic,Honda,20740,new,Gray,0,Cash,Chelsea
1182,2023-01-23,Fusion,Ford,19220,new,Gray,0,Lease,Chinatown
1183,2019-08-16,Altima,Nissan,24101,used,Black,26580,Cash,Tribeca
1184,2021-08-05,Camry,Toyota,26720,new,Blue,0,Cash,Harlem
1185,2021-02-12,Optima,Kia,20996,new,Gray,0,Cash,StatenIsland
1186,2021-01-27,Civic,Honda,16186,used,Red,68233,Loan,Brooklyn
1187,2019-07-26,Fusion,Ford,25152,new,Silver,0,Loan,Harlem
1188,2022-06-26,Jetta,Volkswagen,19288,used,White,27014,Lease,SoHo
1189,2020-11-04,Rogue,Nissan,20906,new,Gray,0,Cash,TimesSquare
1190,2019-01-28,Mazda3,Mazda,24544,new,Gray,0,Cash,Chinatown
1191,2022-11-03,Tiguan,Volkswagen,21045,used,Silver,74889,Lease,StatenIsland
1192,2019-12-01,Mazda6,Mazda,22410,used,Red,47760,Lease,Queens
1193,2019-07-30,Tucson,Hyundai,20387,new,Silver,0,Lease,StatenIsland
1194,2019-11-04,Outback,Subaru,16083,used,Gray,61687,Cash,Tribeca
1195,2021-07-22,RAV4,Toyota,24309,new,Red,0,Lease,UpperEast
1196,2019-06-13,Sonata,Hyundai,22543,new,Silver,0,Lease,Midtown
1197,2019-08-05,Impala,Chevrolet,25393,used,White,78741,Loan,UpperWest
1198,2019-12-17,Escape,Ford,23721,new,Black,0,Lease,LittleItaly
1199,2020-06-01,Accord,Honda,24983,new,Blue,0,Loan,Queens
1200,2022-02-04,Outback,Subaru,15810,used,Silver,52446,Cash,Williamsburg
1201,2023-06-14,Altima,Nissan,23684,used,Red,77062,Cash,LittleItaly
1202,2021-04-23,Sentra,Nissan,22944,new,Silver,0,Loan,UpperWest
1203,2021-09-25,CX-5,Mazda,16008,used,White,45247,Cash,LittleItaly
1204,2020-04-19,Tiguan,Volkswagen,28614,new,Black,0,Lease,Flushing
1205,2019-01-16,Fusion,Ford,28770,new,Blue,0,Loan,Tribeca
1206,2022-03-25,Impreza,Subaru,27331,used,Red,10935,Cash,Tribeca
1207,2022-06-25,Rogue,Nissan,23215,new,Blue,0,Lease,LittleItaly
1208,2022-11-25,Equinox,Chevrolet,16132,used,Red,25434,Lease,StatenIsland
1209,2022-08-18,Civic,Honda,25107,new,Blue,0,Lease,Chelsea
1210,2021-06-29,Jetta,Volkswagen,24177,new,White,0,Lease,UpperWest
1211,2019-04-15,Accord,Honda,24155,new,Gray,0,Lease,TimesSquare
1212,2022-07-30,Jetta,Volkswagen,24825,used,White,52094,Cash,Bronx
1213,2021-04-09,Mazda6,Mazda,22693,new,Black,0,Cash,Astoria
1214,2023-04-15,Impreza,Subaru,22417,used,White,46007,Cash,Tribeca
1215,2019-08-14,Focus,Ford,26814,new,Blue,0,Cash,StatenIsland
1216,2020-08-21,Legacy,Subaru,32754,new,Red,0,Cash,Financial
1217,2021-09-02,Fusion,Ford,22054,used,Red,51046,Loan,Flushing
1218,2022-12-14,Mazda3,Mazda,20709,used,Silver,50844,Loan,Chelsea
1219,2023-02-20,Tucson,Hyundai,25559,new,Silver,0,Cash,Brooklyn
1220,2020-03-22,Tiguan,Volkswagen,20135,used,Blue,29912,Lease,Chinatown
1221,2021-06-12,Sonata,Hyundai,16364,used,Blue,19409,Loan,TimesSquare
1222,2023-12-23,Civic,Honda,22105,new,Blue,0,Loan,Williamsburg
1223,2021-10-13,Sentra,Nissan,27375,used,Red,66890,Loan,Williamsburg
1224,2021-10-24,Tucson,Hyundai,18327,used,Red,51684,Loan,Chinatown
1225,2023-07-29,Forte,Kia,26126,new,Red,0,Loan,UpperWest
1226,2021-02-28,Passat,Volkswagen,33706,new,White,0,Loan,StatenIsland
1227,2022-05-27,Sonata,Hyundai,17441,used,Red,34273,Lease,LittleItaly
1228,2021-03-04,Equinox,Chevrolet,24018,used,Silver,35811,Lease,Flushing
1229,2023-06-02,Sportage,Kia,27012,new,Red,0,Lease,Manhattan
1230,2020-01-20,Impreza,Subaru,29386,new,White,0,Cash,Manhattan
1231,2020-11-02,Civic,Honda,24933,used,Red,44865,Cash,Financial
1232,2020-06-27,Sonata,Hyundai,23266,used,Black,22967,Cash,Manhattan
1233,2023-09-23,Camry,Toyota,21765,new,Silver,0,Loan,Chinatown
1234,2021-09-25,CRV,Honda,26206,used,Blue,32531,Lease,Downtown
1235,2023-01-15,Sportage,Kia,17904,used,Silver,56044,Cash,Midtown
1236,2019-03-20,Malibu,Chevrolet,22187,used,White,32587,Lease,LittleItaly
1237,2020-11-20,Altima,Nissan,17975,used,Silver,37045,Loan,Bronx
1238,2023-12-22,Jetta,Volkswagen,18960,used,Black,20378,Lease,SoHo
1239,2023-10-08,Accord,Honda,29707,used,Silver,78326,Loan,UpperWest
1240,2019-09-23,Tiguan,Volkswagen,22281,used,Red,64117,Loan,Astoria
1241,2020-05-06,CRV,Honda,17132,used,Black,62689,Loan,Tribeca
1242,2023-02-14,Civic,Honda,18348,used,Red,72274,Loan,UpperWest
1243,2021-04-12,Mazda3,Mazda,19358,new,Gray,0,Cash,TimesSquare
1244,2021-05-06,Sportage,Kia,17856,used,Red,46518,Cash,Williamsburg
1245,2022-06-20,Optima,Kia,33538,new,Black,0,Cash,Chelsea
1246,2020-11-18,CRV,Honda,16693,used,Blue,59704,Lease,Queens
1247,2020-07-14,Escape,Ford,21922,used,Black,24963,Lease,Midtown
1248,2023-06-12,CX-5,Mazda,21652,new,Black,0,Loan,Chelsea
1249,2022-06-29,Accord,Honda,28273,used,Black,26929,Loan,Harlem
1250,2019-03-11,Sentra,Nissan,29840,new,Blue,0,Cash,StatenIsland
1251,2023-06-10,Tiguan,Volkswagen,28383,used,Gray,55186,Loan,LittleItaly
1252,2023-04-20,Focus,Ford,32324,new,Black,0,Cash,Midtown
1253,2022-09-06,Accord,Honda,26212,used,White,48769,Lease,Downtown
1254,2021-06-12,Focus,Ford,34222,new,Red,0,Lease,TimesSquare
1255,2023-11-02,Sentra,Nissan,20350,used,Red,16320,Cash,UpperWest
1256,2020-01-05,Escape,Ford,29562,used,Silver,25675,Loan,UpperWest
1257,2022-02-24,RAV4,Toyota,21080,used,Black,22536,Cash,Brooklyn
1258,2020-03-24,Sentra,Nissan,32382,new,Blue,0,Loan,Brooklyn
1259,2023-02-04,Escape,Ford,29359,used,Red,11840,Lease,Williamsburg
1260,2022-01-11,Corolla,Toyota,21787,new,Black,0,Cash,Chinatown
1261,2023-10-19,Legacy,Subaru,18561,used,Black,19500,Loan,Downtown
1262,2020-07-05,Corolla,Toyota,25164,used,Black,38154,Lease,TimesSquare
1263,2023-05-27,Forte,Kia,23544,new,White,0,Cash,UpperWest
1264,2023-03-01,Mazda6,Mazda,23787,new,White,0,Lease,Manhattan
1265,2023-10-28,Fusion,Ford,19795,used,Silver,57466,Cash,Chinatown
1266,2021-11-18,Forte,Kia,20515,used,Red,25121,Cash,SoHo
1267,2020-10-02,Forte,Kia,29037,used,Black,59300,Cash,LittleItaly
1268,2023-09-17,Passat,Volkswagen,29332,new,Gray,0,Cash,Downtown
1269,2022-01-07,Optima,Kia,28194,used,Gray,65428,Lease,TimesSquare
1270,2021-05-15,Impreza,Subaru,32385,new,White,0,Loan,Financial
1271,2023-01-29,Malibu,Chevrolet,18135,new,Red,0,Lease,Chelsea
1272,2020-03-27,CRV,Honda,34491,new,Gray,0,Cash,Queens
1273,2022-07-20,Civic,Honda,24431,used,Black,43096,Cash,Williamsburg
1274,2023-04-02,Jetta,Volkswagen,26828,new,White,0,Cash,Tribeca
1275,2023-01-15,Accord,Honda,24283,new,Red,0,Cash,Chelsea
1276,2019-11-05,Impreza,Subaru,28807,used,Gray,55515,Lease,UpperEast
1277,2023-10-17,Altima,Nissan,18728,used,Silver,48489,Lease,Midtown
1278,2022-12-08,Malibu,Chevrolet,30945,new,Red,0,Lease,UpperEast
1279,2019-05-19,Forte,Kia,24449,used,Blue,46681,Cash,TimesSquare
1280,2022-10-21,Outback,Subaru,27198,new,Blue,0,Cash,Bronx
1281,2022-06-11,RAV4,Toyota,22423,new,Gray,0,Lease,Chinatown
1282,2023-11-18,Corolla,Toyota,31691,new,Blue,0,Loan,Chinatown
1283,2022-07-02,Mazda6,Mazda,20577,used,Blue,27109,Lease,Brooklyn
1284,2023-12-26,RAV4,Toyota,25455,used,Red,17175,Cash,Manhattan
1285,2019-06-22,Tiguan,Volkswagen,22390,used,Gray,53314,Cash,TimesSquare
1286,2019-07-05,Mazda6,Mazda,15469,used,White,51316,Loan,Tribeca
1287,2019-05-26,Jetta,Volkswagen,20381,new,Blue,0,Cash,LittleItaly
1288,2022-05-01,Tucson,Hyundai,30393,new,Blue,0,Lease,TimesSquare
1289,2019-05-16,Optima,Kia,34533,new,Blue,0,Loan,Harlem
1290,2023-01-22,Tiguan,Volkswagen,33943,new,Red,0,Lease,UpperWest
1291,2022-02-01,CX-5,Mazda,25829,used,Red,35822,Lease,Chinatown
1292,2020-10-13,Camry,Toyota,18424,used,Silver,45901,Lease,Astoria
1293,2019-03-21,Outback,Subaru,25795,new,Silver,0,Cash,Midtown
1294,2019-08-10,Sportage,Kia,15170,used,Gray,63342,Cash,TimesSquare
1295,2022-10-25,Sentra,Nissan,21294,used,White,15312,Lease,Williamsburg
1296,2022-10-01,CX-5,Mazda,16195,used,Silver,52011,Lease,Chinatown
1297,2020-04-29,Altima,Nissan,21902,new,Blue,0,Lease,SoHo
1298,2020-12-09,Passat,Volkswagen,23330,used,Gray,21856,Lease,TimesSquare
1299,2023-07-15,Camry,Toyota,25002,new,Red,0,Cash,Chelsea
1300,2020-08-30,Tiguan,Volkswagen,23317,new,Black,0,Loan,Harlem
1301,2020-07-17,Malibu,Chevrolet,23568,used,Red,62563,Lease,Chinatown
1302,2021-02-15,Jetta,Volkswagen,19466,used,Black,53763,Lease,Astoria
1303,2020-04-10,Malibu,Chevrolet,15298,used,Red,56278,Cash,Astoria
1304,2019-05-10,Tiguan,Volkswagen,22703,used,Red,77058,Loan,Brooklyn
1305,2023-05-20,Rogue,Nissan,24180,new,Silver,0,Lease,Chelsea
1306,2019-11-24,Equinox,Chevrolet,25371,used,Silver,34052,Cash,LittleItaly
1307,2021-06-16,Elantra,Hyundai,23556,used,Gray,74882,Cash,SoHo
1308,2020-02-08,Tucson,Hyundai,15857,used,Blue,19726,Loan,TimesSquare
1309,2020-12-23,Malibu,Chevrolet,22684,used,Black,40449,Loan,UpperEast
1310,2019-03-27,Outback,Subaru,15420,used,Blue,10271,Cash,LittleItaly
1311,2022-12-27,RAV4,Toyota,32329,new,Gray,0,Cash,Williamsburg
1312,2021-10-31,Tiguan,Volkswagen,21742,used,Silver,10500,Lease,UpperEast
1313,2020-04-11,Sentra,Nissan,26342,new,White,0,Loan,Bronx
1314,2023-12-31,Optima,Kia,22279,new,White,0,Cash,Chinatown
1315,2020-01-08,Tucson,Hyundai,19270,new,Blue,0,Loan,Manhattan
1316,2022-03-07,Altima,Nissan,22854,used,Blue,18559,Lease,TimesSquare
1317,2021-04-06,Outback,Subaru,20282,new,Red,0,Lease,TimesSquare
1318,2020-03-18,CRV,Honda,22398,used,Silver,13060,Cash,TimesSquare
1319,2020-06-19,Altima,Nissan,26293,used,Black,49193,Loan,Queens
1320,2019-12-14,Tucson,Hyundai,27298,used,Red,11511,Loan,Bronx
1321,2021-03-16,Equinox,Chevrolet,18419,used,Silver,16040,Lease,Queens
1322,2019-10-16,Mazda3,Mazda,15748,used,Silver,27737,Lease,Harlem
1323,2023-09-08,Mazda3,Mazda,27383,new,Red,0,Loan,Financial
1324,2023-09-26,Optima,Kia,21950,used,Gray,24665,Cash,Tribeca
1325,2019-05-09,Accord,Honda,18944,new,Gray,0,Loan,UpperEast
1326,2020-02-13,Mazda3,Mazda,16447,used,Gray,71288,Loan,Brooklyn
1327,2020-08-16,Sportage,Kia,25719,new,Silver,0,Cash,Manhattan
1328,2019-11-05,Accord,Honda,25884,new,Red,0,Lease,Flushing
1329,2021-10-19,Malibu,Chevrolet,28852,used,Silver,60353,Loan,UpperEast
1330,2022-11-26,Mazda3,Mazda,22717,used,Black,43437,Lease,UpperEast
1331,2022-10-25,Equinox,Chevrolet,20199,used,Red,59544,Lease,Queens
1332,2021-12-20,Civic,Honda,18906,used,Gray,17646,Loan,Financial
1333,2020-06-16,Passat,Volkswagen,26533,new,Gray,0,Lease,TimesSquare
1334,2022-05-01,Altima,Nissan,28422,new,Black,0,Lease,UpperEast
1335,2022-09-10,Jetta,Volkswagen,28971,used,Blue,37868,Lease,StatenIsland
1336,2023-01-31,Malibu,Chevrolet,18350,used,Silver,54372,Loan,Queens
1337,2019-03-14,Jetta,Volkswagen,18141,new,White,0,Lease,LittleItaly
1338,2019-06-14,Sportage,Kia,22392,new,Silver,0,Loan,Chelsea
1339,2023-05-03,Rogue,Nissan,20692,new,Blue,0,Loan,Flushing
1340,2022-11-14,Equinox,Chevrolet,27956,new,Red,0,Loan,Astoria
1341,2019-07-31,Corolla,Toyota,21972,used,Red,43290,Lease,Manhattan
1342,2022-12-20,Equinox,Chevrolet,34771,new,Black,0,Cash,Harlem
1343,2023-12-13,Rogue,Nissan,25013,new,Red,0,Cash,Manhattan
1344,2023-05-29,Jetta,Volkswagen,18675,used,Blue,71315,Lease,Tribeca
1345,2023-10-07,Equinox,Chevrolet,20429,new,Red,0,Cash,Bronx
1346,2022-01-21,Elantra,Hyundai,23678,used,Gray,54526,Cash,Williamsburg
1347,2021-09-12,Focus,Ford,24547,used,Gray,74497,Loan,Williamsburg
1348,2019-01-06,Accord,Honda,19919,new,Gray,0,Lease,StatenIsland
1349,2023-12-03,Fusion,Ford,33631,new,Red,0,Cash,StatenIsland
1350,2020-09-12,Mazda3,Mazda,17388,used,Gray,35791,Loan,Tribeca
1351,2023-01-15,Passat,Volkswagen,19296,used,White,30943,Cash,Bronx
1352,2020-09-15,Mazda6,Mazda,26275,used,Black,11015,Cash,StatenIsland
1353,2019-07-12,Sentra,Nissan,25364,new,Gray,0,Loan,UpperEast
1354,2023-06-18,Elantra,Hyundai,25782,new,Silver,0,Cash,Downtown
1355,2023-09-12,CRV,Honda,30258,new,White,0,Cash,Midtown
1356,2020-05-22,Fusion,Ford,25432,new,Blue,0,Loan,Bronx
1357,2023-09-12,Impala,Chevrolet,23225,used,Blue,36324,Cash,Harlem
1358,2020-07-20,Impreza,Subaru,24837,used,Red,66386,Loan,Downtown
1359,2020-12-29,Sonata,Hyundai,29345,used,Red,44546,Cash,Financial
1360,2020-03-10,Jetta,Volkswagen,25168,new,Blue,0,Loan,SoHo
1361,2020-12-30,Optima,Kia,15991,used,Red,34843,Lease,Queens
1362,2021-01-28,Passat,Volkswagen,31566,new,Gray,0,Lease,StatenIsland
1363,2019-07-08,Forte,Kia,28399,used,Gray,33651,Cash,Astoria
1364,2019-07-20,Sonata,Hyundai,31913,new,Blue,0,Loan,Financial
1365,2019-09-26,Mazda3,Mazda,23288,used,Gray,56717,Lease,Financial
1366,2020-11-28,Sportage,Kia,20632,new,Gray,0,Cash,TimesSquare
1367,2020-03-11,Impreza,Subaru,15964,used,White,51273,Cash,Chelsea
1368,2020-09-23,Impala,Chevrolet,24219,new,Blue,0,Cash,LittleItaly
1369,2020-11-26,Legacy,Subaru,21221,used,Red,26094,Cash,Chinatown
1370,2022-09-28,Focus,Ford,33933,new,Blue,0,Loan,StatenIsland
1371,2020-09-18,CRV,Honda,25194,new,Red,0,Cash,UpperWest
1372,2019-01-27,Sportage,Kia,18335,new,Silver,0,Lease,Williamsburg
1373,2019-01-28,Tiguan,Volkswagen,26113,used,Silver,16896,Cash,Financial
1374,2020-09-18,Tucson,Hyundai,18916,used,Red,19681,Cash,Midtown
1375,2021-08-17,Impreza,Subaru,22368,used,White,69418,Loan,Chelsea
1376,2023-11-04,Camry,Toyota,23983,used,White,20911,Cash,Astoria
1377,2023-05-02,Sportage,Kia,25383,new,Black,0,Lease,Williamsburg
1378,2021-12-02,Corolla,Toyota,34747,new,Black,0,Loan,Williamsburg
1379,2020-01-07,Sentra,Nissan,19717,used,Black,57100,Lease,Williamsburg
1380,2022-01-10,Tucson,Hyundai,21368,used,Gray,13453,Lease,Harlem
1381,2022-11-26,Sentra,Nissan,27336,new,Black,0,Lease,Financial
1382,2022-11-08,Altima,Nissan,20601,used,White,68238,Lease,SoHo
1383,2020-04-04,Malibu,Chevrolet,27593,used,Silver,15039,Lease,Financial
1384,2021-11-28,Impala,Chevrolet,21820,new,Red,0,Cash,Brooklyn
1385,2021-06-06,Camry,Toyota,26154,new,Silver,0,Lease,Midtown
1386,2021-01-04,Altima,Nissan,15692,used,Silver,38564,Loan,Manhattan
1387,2022-10-25,CX-5,Mazda,15906,used,Red,63987,Loan,Williamsburg
1388,2020-08-06,Elantra,Hyundai,16548,used,Black,71431,Cash,LittleItaly
1389,2021-12-05,Tucson,Hyundai,31405,new,Red,0,Lease,SoHo
1390,2023-07-05,Fusion,Ford,19671,used,Gray,52650,Lease,SoHo
1391,2020-01-20,Impreza,Subaru,22038,new,Black,0,Loan,Tribeca
1392,2021-12-20,Sportage,Kia,24575,used,Blue,57343,Lease,Brooklyn
1393,2020-08-31,Focus,Ford,25727,new,Black,0,Cash,Chinatown
1394,2023-05-25,Impala,Chevrolet,16444,used,White,66655,Cash,Chinatown
1395,2020-03-28,Impreza,Subaru,15925,used,Red,61783,Cash,UpperEast
1396,2023-07-13,Accord,Honda,15800,used,Blue,15837,Lease,SoHo
1397,2020-02-03,Sportage,Kia,28996,used,White,23962,Loan,Astoria
1398,2020-07-19,Passat,Volkswagen,32728,new,Blue,0,Lease,Bronx
1399,2020-05-30,CRV,Honda,27908,new,Gray,0,Loan,Downtown
1400,2020-06-04,Tiguan,Volkswagen,18511,used,Red,53867,Lease,Manhattan
1401,2019-05-16,Civic,Honda,25775,used,Black,41450,Lease,Williamsburg
1402,2022-04-12,Civic,Honda,24344,new,Silver,0,Cash,Chelsea
1403,2023-07-21,Civic,Honda,20682,new,Silver,0,Lease,Williamsburg
