id,saledate,vehicletype,manufacturer,price,saletype,customerage,color,mileage,financingtype
1165,2020-09-14,Jetta,Volkswagen,28070,new,50,Black,0,Cash
1166,2019-08-19,Civic,Honda,22754,new,37,Gray,0,Lease
1167,2019-10-23,Passat,Volkswagen,31360,new,34,Blue,0,Cash
1168,2019-05-07,Outback,Subaru,26013,used,28,Gray,50018,Lease
1169,2023-06-13,Sportage,Kia,22649,new,23,Gray,0,Loan
1170,2019-08-07,Legacy,Subaru,23464,used,57,White,50198,Lease
1171,2021-12-06,Outback,Subaru,20343,used,56,Silver,75061,Loan
1172,2021-03-21,Rogue,Nissan,29285,used,58,White,50318,Loan
1173,2022-08-30,Sentra,Nissan,17706,used,47,White,31338,Lease
1174,2022-04-26,Altima,Nissan,26115,new,45,White,0,Loan
1175,2023-08-21,Passat,Volkswagen,23299,new,58,Black,0,Cash
1176,2021-01-21,Legacy,Subaru,25888,new,63,Red,0,Loan
1177,2022-01-05,Equinox,Chevrolet,18443,used,53,Silver,60566,Lease
1178,2023-07-11,Malibu,Chevrolet,21557,used,36,Silver,34633,Cash
1179,2019-04-22,Forte,Kia,17424,used,54,Silver,71246,Lease
1180,2022-05-22,Escape,Ford,23223,new,41,Silver,0,Loan
1181,2021-09-29,Civic,Honda,20740,new,34,Gray,0,Cash
1182,2023-01-23,Fusion,Ford,19220,new,31,Gray,0,Lease
1183,2019-08-16,Altima,Nissan,24101,used,65,Black,26580,Cash
1184,2021-08-05,Camry,Toyota,26720,new,28,Blue,0,Cash
1185,2021-02-12,Optima,Kia,20996,new,37,Gray,0,Cash
1186,2021-01-27,Civic,Honda,16186,used,36,Red,68233,Loan
1187,2019-07-26,Fusion,Ford,25152,new,38,Silver,0,Loan
1188,2022-06-26,Jetta,Volkswagen,19288,used,34,White,27014,Lease
1189,2020-11-04,Rogue,Nissan,20906,new,38,Gray,0,Cash
1190,2019-01-28,Mazda3,Mazda,24544,new,34,Gray,0,Cash
1191,2022-11-03,Tiguan,Volkswagen,21045,used,58,Silver,74889,Lease
1192,2019-12-01,Mazda6,Mazda,22410,used,47,Red,47760,Lease
1193,2019-07-30,Tucson,Hyundai,20387,new,27,Silver,0,Lease
1194,2019-11-04,Outback,Subaru,16083,used,32,Gray,61687,Cash
1195,2021-07-22,RAV4,Toyota,24309,new,25,Red,0,Lease
1196,2019-06-13,Sonata,Hyundai,22543,new,53,Silver,0,Lease
1197,2019-08-05,Impala,Chevrolet,25393,used,64,White,78741,Loan
1198,2019-12-17,Escape,Ford,23721,new,53,Black,0,Lease
1199,2020-06-01,Accord,Honda,24983,new,29,Blue,0,Loan
1200,2022-02-04,Outback,Subaru,15810,used,60,Silver,52446,Cash
1201,2023-06-14,Altima,Nissan,23684,used,22,Red,77062,Cash
1202,2021-04-23,Sentra,Nissan,22944,new,29,Silver,0,Loan
1203,2021-09-25,CX-5,Mazda,16008,used,43,White,45247,Cash
1204,2020-04-19,Tiguan,Volkswagen,28614,new,43,Black,0,Lease
1205,2019-01-16,Fusion,Ford,28770,new,49,Blue,0,Loan
1206,2022-03-25,Impreza,Subaru,27331,used,61,Red,10935,Cash
1207,2022-06-25,Rogue,Nissan,23215,new,50,Blue,0,Lease
1208,2022-11-25,Equinox,Chevrolet,16132,used,38,Red,25434,Lease
1209,2022-08-18,Civic,Honda,25107,new,38,Blue,0,Lease
1210,2021-06-29,Jetta,Volkswagen,24177,new,47,White,0,Lease
1211,2019-04-15,Accord,Honda,24155,new,62,Gray,0,Lease
1212,2022-07-30,Jetta,Volkswagen,24825,used,30,White,52094,Cash
1213,2021-04-09,Mazda6,Mazda,22693,new,24,Black,0,Cash
1214,2023-04-15,Impreza,Subaru,22417,used,49,White,46007,Cash
1215,2019-08-14,Focus,Ford,26814,new,33,Blue,0,Cash
1216,2020-08-21,Legacy,Subaru,32754,new,48,Red,0,Cash
1217,2021-09-02,Fusion,Ford,22054,used,36,Red,51046,Loan
1218,2022-12-14,Mazda3,Mazda,20709,used,45,Silver,50844,Loan
1219,2023-02-20,Tucson,Hyundai,25559,new,22,Silver,0,Cash
1220,2020-03-22,Tiguan,Volkswagen,20135,used,52,Blue,29912,Lease
1221,2021-06-12,Sonata,Hyundai,16364,used,26,Blue,19409,Loan
1222,2023-12-23,Civic,Honda,22105,new,40,Blue,0,Loan
1223,2021-10-13,Sentra,Nissan,27375,used,46,Red,66890,Loan
1224,2021-10-24,Tucson,Hyundai,18327,used,36,Red,51684,Loan
1225,2023-07-29,Forte,Kia,26126,new,41,Red,0,Loan
1226,2021-02-28,Passat,Volkswagen,33706,new,46,White,0,Loan
1227,2022-05-27,Sonata,Hyundai,17441,used,27,Red,34273,Lease
1228,2021-03-04,Equinox,Chevrolet,24018,used,61,Silver,35811,Lease
1229,2023-06-02,Sportage,Kia,27012,new,59,Red,0,Lease
1230,2020-01-20,Impreza,Subaru,29386,new,31,White,0,Cash
1231,2020-11-02,Civic,Honda,24933,used,40,Red,44865,Cash
1232,2020-06-27,Sonata,Hyundai,23266,used,55,Black,22967,Cash
1233,2023-09-23,Camry,Toyota,21765,new,31,Silver,0,Loan
1234,2021-09-25,CRV,Honda,26206,used,43,Blue,32531,Lease
1235,2023-01-15,Sportage,Kia,17904,used,25,Silver,56044,Cash
1236,2019-03-20,Malibu,Chevrolet,22187,used,47,White,32587,Lease
1237,2020-11-20,Altima,Nissan,17975,used,27,Silver,37045,Loan
1238,2023-12-22,Jetta,Volkswagen,18960,used,61,Black,20378,Lease
1239,2023-10-08,Accord,Honda,29707,used,59,Silver,78326,Loan
1240,2019-09-23,Tiguan,Volkswagen,22281,used,57,Red,64117,Loan
1241,2020-05-06,CRV,Honda,17132,used,43,Black,62689,Loan
1242,2023-02-14,Civic,Honda,18348,used,33,Red,72274,Loan
1243,2021-04-12,Mazda3,Mazda,19358,new,24,Gray,0,Cash
1244,2021-05-06,Sportage,Kia,17856,used,43,Red,46518,Cash
1245,2022-06-20,Optima,Kia,33538,new,54,Black,0,Cash
1246,2020-11-18,CRV,Honda,16693,used,49,Blue,59704,Lease
1247,2020-07-14,Escape,Ford,21922,used,33,Black,24963,Lease
1248,2023-06-12,CX-5,Mazda,21652,new,42,Black,0,Loan
1249,2022-06-29,Accord,Honda,28273,used,65,Black,26929,Loan
1250,2019-03-11,Sentra,Nissan,29840,new,54,Blue,0,Cash
1251,2023-06-10,Tiguan,Volkswagen,28383,used,33,Gray,55186,Loan
1252,2023-04-20,Focus,Ford,32324,new,36,Black,0,Cash
1253,2022-09-06,Accord,Honda,26212,used,22,White,48769,Lease
1254,2021-06-12,Focus,Ford,34222,new,65,Red,0,Lease
1255,2023-11-02,Sentra,Nissan,20350,used,49,Red,16320,Cash
1256,2020-01-05,Escape,Ford,29562,used,55,Silver,25675,Loan
1257,2022-02-24,RAV4,Toyota,21080,used,42,Black,22536,Cash
1258,2020-03-24,Sentra,Nissan,32382,new,48,Blue,0,Loan
1259,2023-02-04,Escape,Ford,29359,used,40,Red,11840,Lease
1260,2022-01-11,Corolla,Toyota,21787,new,55,Black,0,Cash
1261,2023-10-19,Legacy,Subaru,18561,used,35,Black,19500,Loan
1262,2020-07-05,Corolla,Toyota,25164,used,45,Black,38154,Lease
1263,2023-05-27,Forte,Kia,23544,new,30,White,0,Cash
1264,2023-03-01,Mazda6,Mazda,23787,new,49,White,0,Lease
1265,2023-10-28,Fusion,Ford,19795,used,52,Silver,57466,Cash
1266,2021-11-18,Forte,Kia,20515,used,58,Red,25121,Cash
1267,2020-10-02,Forte,Kia,29037,used,43,Black,59300,Cash
1268,2023-09-17,Passat,Volkswagen,29332,new,53,Gray,0,Cash
1269,2022-01-07,Optima,Kia,28194,used,23,Gray,65428,Lease
1270,2021-05-15,Impreza,Subaru,32385,new,22,White,0,Loan
1271,2023-01-29,Malibu,Chevrolet,18135,new,45,Red,0,Lease
1272,2020-03-27,CRV,Honda,34491,new,65,Gray,0,Cash
1273,2022-07-20,Civic,Honda,24431,used,47,Black,43096,Cash
1274,2023-04-02,Jetta,Volkswagen,26828,new,58,White,0,Cash
1275,2023-01-15,Accord,Honda,24283,new,47,Red,0,Cash
1276,2019-11-05,Impreza,Subaru,28807,used,23,Gray,55515,Lease
1277,2023-10-17,Altima,Nissan,18728,used,23,Silver,48489,Lease
1278,2022-12-08,Malibu,Chevrolet,30945,new,45,Red,0,Lease
1279,2019-05-19,Forte,Kia,24449,used,27,Blue,46681,Cash
1280,2022-10-21,Outback,Subaru,27198,new,31,Blue,0,Cash
1281,2022-06-11,RAV4,Toyota,22423,new,60,Gray,0,Lease
1282,2023-11-18,Corolla,Toyota,31691,new,49,Blue,0,Loan
1283,2022-07-02,Mazda6,Mazda,20577,used,59,Blue,27109,Lease
1284,2023-12-26,RAV4,Toyota,25455,used,39,Red,17175,Cash
1285,2019-06-22,Tiguan,Volkswagen,22390,used,36,Gray,53314,Cash
1286,2019-07-05,Mazda6,Mazda,15469,used,61,White,51316,Loan
1287,2019-05-26,Jetta,Volkswagen,20381,new,42,Blue,0,Cash
1288,2022-05-01,Tucson,Hyundai,30393,new,31,Blue,0,Lease
1289,2019-05-16,Optima,Kia,34533,new,30,Blue,0,Loan
1290,2023-01-22,Tiguan,Volkswagen,33943,new,44,Red,0,Lease
1291,2022-02-01,CX-5,Mazda,25829,used,60,Red,35822,Lease
1292,2020-10-13,Camry,Toyota,18424,used,37,Silver,45901,Lease
1293,2019-03-21,Outback,Subaru,25795,new,35,Silver,0,Cash
1294,2019-08-10,Sportage,Kia,15170,used,37,Gray,63342,Cash
1295,2022-10-25,Sentra,Nissan,21294,used,57,White,15312,Lease
1296,2022-10-01,CX-5,Mazda,16195,used,57,Silver,52011,Lease
1297,2020-04-29,Altima,Nissan,21902,new,52,Blue,0,Lease
1298,2020-12-09,Passat,Volkswagen,23330,used,48,Gray,21856,Lease
1299,2023-07-15,Camry,Toyota,25002,new,22,Red,0,Cash
1300,2020-08-30,Tiguan,Volkswagen,23317,new,25,Black,0,Loan
1301,2020-07-17,Malibu,Chevrolet,23568,used,37,Red,62563,Lease
1302,2021-02-15,Jetta,Volkswagen,19466,used,34,Black,53763,Lease
1303,2020-04-10,Malibu,Chevrolet,15298,used,51,Red,56278,Cash
1304,2019-05-10,Tiguan,Volkswagen,22703,used,44,Red,77058,Loan
1305,2023-05-20,Rogue,Nissan,24180,new,60,Silver,0,Lease
1306,2019-11-24,Equinox,Chevrolet,25371,used,62,Silver,34052,Cash
1307,2021-06-16,Elantra,Hyundai,23556,used,22,Gray,74882,Cash
1308,2020-02-08,Tucson,Hyundai,15857,used,48,Blue,19726,Loan
1309,2020-12-23,Malibu,Chevrolet,22684,used,40,Black,40449,Loan
1310,2019-03-27,Outback,Subaru,15420,used,51,Blue,10271,Cash
1311,2022-12-27,RAV4,Toyota,32329,new,50,Gray,0,Cash
1312,2021-10-31,Tiguan,Volkswagen,21742,used,57,Silver,10500,Lease
1313,2020-04-11,Sentra,Nissan,26342,new,39,White,0,Loan
1314,2023-12-31,Optima,Kia,22279,new,22,White,0,Cash
1315,2020-01-08,Tucson,Hyundai,19270,new,51,Blue,0,Loan
1316,2022-03-07,Altima,Nissan,22854,used,46,Blue,18559,Lease
1317,2021-04-06,Outback,Subaru,20282,new,37,Red,0,Lease
1318,2020-03-18,CRV,Honda,22398,used,35,Silver,13060,Cash
1319,2020-06-19,Altima,Nissan,26293,used,54,Black,49193,Loan
1320,2019-12-14,Tucson,Hyundai,27298,used,25,Red,11511,Loan
1321,2021-03-16,Equinox,Chevrolet,18419,used,65,Silver,16040,Lease
1322,2019-10-16,Mazda3,Mazda,15748,used,63,Silver,27737,Lease
1323,2023-09-08,Mazda3,Mazda,27383,new,45,Red,0,Loan
1324,2023-09-26,Optima,Kia,21950,used,34,Gray,24665,Cash
1325,2019-05-09,Accord,Honda,18944,new,28,Gray,0,Loan
1326,2020-02-13,Mazda3,Mazda,16447,used,24,Gray,71288,Loan
1327,2020-08-16,Sportage,Kia,25719,new,51,Silver,0,Cash
1328,2019-11-05,Accord,Honda,25884,new,60,Red,0,Lease
1329,2021-10-19,Malibu,Chevrolet,28852,used,30,Silver,60353,Loan
1330,2022-11-26,Mazda3,Mazda,22717,used,62,Black,43437,Lease
1331,2022-10-25,Equinox,Chevrolet,20199,used,59,Red,59544,Lease
1332,2021-12-20,Civic,Honda,18906,used,59,Gray,17646,Loan
1333,2020-06-16,Passat,Volkswagen,26533,new,35,Gray,0,Lease
1334,2022-05-01,Altima,Nissan,28422,new,37,Black,0,Lease
1335,2022-09-10,Jetta,Volkswagen,28971,used,29,Blue,37868,Lease
1336,2023-01-31,Malibu,Chevrolet,18350,used,22,Silver,54372,Loan
1337,2019-03-14,Jetta,Volkswagen,18141,new,39,White,0,Lease
1338,2019-06-14,Sportage,Kia,22392,new,27,Silver,0,Loan
1339,2023-05-03,Rogue,Nissan,20692,new,51,Blue,0,Loan
1340,2022-11-14,Equinox,Chevrolet,27956,new,44,Red,0,Loan
1341,2019-07-31,Corolla,Toyota,21972,used,30,Red,43290,Lease
1342,2022-12-20,Equinox,Chevrolet,34771,new,52,Black,0,Cash
1343,2023-12-13,Rogue,Nissan,25013,new,49,Red,0,Cash
1344,2023-05-29,Jetta,Volkswagen,18675,used,60,Blue,71315,Lease
1345,2023-10-07,Equinox,Chevrolet,20429,new,49,Red,0,Cash
1346,2022-01-21,Elantra,Hyundai,23678,used,41,Gray,54526,Cash
1347,2021-09-12,Focus,Ford,24547,used,29,Gray,74497,Loan
1348,2019-01-06,Accord,Honda,19919,new,39,Gray,0,Lease
1349,2023-12-03,Fusion,Ford,33631,new,39,Red,0,Cash
1350,2020-09-12,Mazda3,Mazda,17388,used,59,Gray,35791,Loan
1351,2023-01-15,Passat,Volkswagen,19296,used,23,White,30943,Cash
1352,2020-09-15,Mazda6,Mazda,26275,used,45,Black,11015,Cash
1353,2019-07-12,Sentra,Nissan,25364,new,31,Gray,0,Loan
1354,2023-06-18,Elantra,Hyundai,25782,new,34,Silver,0,Cash
1355,2023-09-12,CRV,Honda,30258,new,32,White,0,Cash
1356,2020-05-22,Fusion,Ford,25432,new,29,Blue,0,Loan
1357,2023-09-12,Impala,Chevrolet,23225,used,43,Blue,36324,Cash
1358,2020-07-20,Impreza,Subaru,24837,used,24,Red,66386,Loan
1359,2020-12-29,Sonata,Hyundai,29345,used,22,Red,44546,Cash
1360,2020-03-10,Jetta,Volkswagen,25168,new,52,Blue,0,Loan
1361,2020-12-30,Optima,Kia,15991,used,47,Red,34843,Lease
1362,2021-01-28,Passat,Volkswagen,31566,new,37,Gray,0,Lease
1363,2019-07-08,Forte,Kia,28399,used,38,Gray,33651,Cash
1364,2019-07-20,Sonata,Hyundai,31913,new,62,Blue,0,Loan
1365,2019-09-26,Mazda3,Mazda,23288,used,63,Gray,56717,Lease
1366,2020-11-28,Sportage,Kia,20632,new,43,Gray,0,Cash
1367,2020-03-11,Impreza,Subaru,15964,used,55,White,51273,Cash
1368,2020-09-23,Impala,Chevrolet,24219,new,55,Blue,0,Cash
1369,2020-11-26,Legacy,Subaru,21221,used,29,Red,26094,Cash
1370,2022-09-28,Focus,Ford,33933,new,40,Blue,0,Loan
1371,2020-09-18,CRV,Honda,25194,new,34,Red,0,Cash
1372,2019-01-27,Sportage,Kia,18335,new,62,Silver,0,Lease
1373,2019-01-28,Tiguan,Volkswagen,26113,used,65,Silver,16896,Cash
1374,2020-09-18,Tucson,Hyundai,18916,used,55,Red,19681,Cash
1375,2021-08-17,Impreza,Subaru,22368,used,49,White,69418,Loan
1376,2023-11-04,Camry,Toyota,23983,used,59,White,20911,Cash
1377,2023-05-02,Sportage,Kia,25383,new,56,Black,0,Lease
1378,2021-12-02,Corolla,Toyota,34747,new,47,Black,0,Loan
1379,2020-01-07,Sentra,Nissan,19717,used,43,Black,57100,Lease
1380,2022-01-10,Tucson,Hyundai,21368,used,46,Gray,13453,Lease
1381,2022-11-26,Sentra,Nissan,27336,new,51,Black,0,Lease
1382,2022-11-08,Altima,Nissan,20601,used,26,White,68238,Lease
1383,2020-04-04,Malibu,Chevrolet,27593,used,28,Silver,15039,Lease
1384,2021-11-28,Impala,Chevrolet,21820,new,47,Red,0,Cash
1385,2021-06-06,Camry,Toyota,26154,new,27,Silver,0,Lease
1386,2021-01-04,Altima,Nissan,15692,used,54,Silver,38564,Loan
1387,2022-10-25,CX-5,Mazda,15906,used,49,Red,63987,Loan
1388,2020-08-06,Elantra,Hyundai,16548,used,34,Black,71431,Cash
1389,2021-12-05,Tucson,Hyundai,31405,new,47,Red,0,Lease
1390,2023-07-05,Fusion,Ford,19671,used,58,Gray,52650,Lease
1391,2020-01-20,Impreza,Subaru,22038,new,33,Black,0,Loan
1392,2021-12-20,Sportage,Kia,24575,used,59,Blue,57343,Lease
1393,2020-08-31,Focus,Ford,25727,new,63,Black,0,Cash
1394,2023-05-25,Impala,Chevrolet,16444,used,65,White,66655,Cash
1395,2020-03-28,Impreza,Subaru,15925,used,65,Red,61783,Cash
1396,2023-07-13,Accord,Honda,15800,used,30,Blue,15837,Lease
1397,2020-02-03,Sportage,Kia,28996,used,34,White,23962,Loan
1398,2020-07-19,Passat,Volkswagen,32728,new,41,Blue,0,Lease
1399,2020-05-30,CRV,Honda,27908,new,30,Gray,0,Loan
1400,2020-06-04,Tiguan,Volkswagen,18511,used,27,Red,53867,Lease
1401,2019-05-16,Civic,Honda,25775,used,38,Black,41450,Lease
1402,2022-04-12,Civic,Honda,24344,new,30,Silver,0,Cash
1403,2023-07-21,Civic,Honda,20682,new,60,Silver,0,Lease
1404,2022-12-01,Rogue,Nissan,27603,new,50,Gray,0,Loan
1405,2023-01-15,RAV4,Toyota,28836,used,50,Gray,14065,Loan
1406,2020-02-23,Altima,Nissan,29507,used,62,Silver,15908,Cash
1407,2022-06-05,Jetta,Volkswagen,26240,used,22,Black,63113,Cash
1408,2022-01-16,Sentra,Nissan,28577,used,25,Silver,46473,Loan
1409,2020-06-25,Sonata,Hyundai,22657,used,44,White,61209,Lease
1410,2023-08-11,RAV4,Toyota,26983,used,38,Black,64913,Cash
1411,2021-05-25,Corolla,Toyota,23083,new,31,White,0,Lease
1412,2019-03-15,Civic,Honda,20036,used,41,Black,18930,Cash
1413,2021-03-12,Camry,Toyota,28564,used,37,Silver,68746,Loan
1414,2022-09-18,Focus,Ford,28118,new,60,Black,0,Loan
1415,2019-05-29,Corolla,Toyota,19027,used,25,Black,20117,Cash
1416,2022-09-06,Fusion,Ford,23660,new,65,Silver,0,Cash
1417,2023-11-23,Mazda3,Mazda,26272,new,39,Blue,0,Lease
1418,2020-02-08,Sonata,Hyundai,24667,used,28,Red,47779,Lease
1419,2019-05-06,Sentra,Nissan,27452,new,53,Silver,0,Lease
1420,2019-11-14,Fusion,Ford,25354,used,41,Black,25932,Lease
1421,2021-12-11,Escape,Ford,19440,new,52,Gray,0,Lease
1422,2022-07-24,Focus,Ford,31291,new,59,Gray,0,Cash
1423,2019-05-11,Impala,Chevrolet,20737,used,24,Gray,67107,Lease
1424,2022-02-18,Equinox,Chevrolet,22941,new,28,Blue,0,Cash
1425,2021-10-30,Sentra,Nissan,27067,used,50,White,40168,Lease
1426,2021-11-29,Sentra,Nissan,17072,used,58,Silver,79018,Loan
1427,2019-09-08,Forte,Kia,22049,used,35,Silver,30097,Loan
1428,2020-03-25,Rogue,Nissan,16908,used,48,Gray,70592,Lease
1429,2019-11-25,Tucson,Hyundai,26080,new,45,Silver,0,Lease
1430,2020-04-17,Tiguan,Volkswagen,18588,new,62,Silver,0,Lease
1431,2023-02-08,Rogue,Nissan,32055,new,58,Red,0,Cash
1432,2023-01-23,Camry,Toyota,25042,new,24,Black,0,Lease
1433,2020-04-18,Elantra,Hyundai,26475,new,65,Red,0,Loan
1434,2019-05-16,Sportage,Kia,21398,used,49,Black,78231,Loan
1435,2020-08-31,Outback,Subaru,30623,new,38,Red,0,Loan
1436,2020-04-15,Focus,Ford,26746,new,63,Silver,0,Loan
1437,2023-10-04,Corolla,Toyota,30686,new,55,Silver,0,Loan
1438,2022-02-28,Camry,Toyota,16046,used,23,Silver,16745,Lease
1439,2019-01-25,Tucson,Hyundai,21215,used,55,Silver,79322,Loan
1440,2020-08-06,Camry,Toyota,31550,new,31,Blue,0,Lease
1441,2023-06-23,Camry,Toyota,18551,new,40,White,0,Lease
1442,2023-03-01,Corolla,Toyota,19758,used,38,Gray,43804,Loan
1443,2020-10-26,CRV,Honda,20632,used,40,Black,56691,Loan
1444,2020-12-07,Fusion,Ford,25944,new,36,White,0,Cash
1445,2020-08-29,Passat,Volkswagen,28175,used,60,Gray,48311,Loan
1446,2023-02-21,Passat,Volkswagen,29401,used,59,Silver,18525,Lease
1447,2023-08-14,Passat,Volkswagen,22003,new,36,White,0,Cash
1448,2020-07-20,Forte,Kia,27810,new,30,Silver,0,Loan
1449,2022-05-29,Malibu,Chevrolet,28329,new,32,Blue,0,Loan
1450,2022-12-13,RAV4,Toyota,24190,used,39,Black,52327,Cash
1451,2019-12-14,Equinox,Chevrolet,23910,new,47,Black,0,Loan
1452,2023-06-12,Sentra,Nissan,20715,new,32,Silver,0,Cash
1453,2021-01-09,Tucson,Hyundai,27330,used,31,Blue,59207,Cash
1454,2023-07-31,Legacy,Subaru,25918,used,49,White,64527,Loan
1455,2022-10-17,Malibu,Chevrolet,24612,used,23,Black,79333,Loan
1456,2023-08-24,Rogue,Nissan,21106,used,49,Blue,27951,Lease
1457,2022-07-28,Escape,Ford,27813,new,61,Black,0,Loan
1458,2019-09-09,Malibu,Chevrolet,25048,new,49,Silver,0,Lease
1459,2019-11-07,Focus,Ford,19467,new,52,Blue,0,Lease
1460,2023-01-01,Accord,Honda,26145,used,36,Silver,77567,Loan
1461,2019-06-06,Impala,Chevrolet,22880,used,62,Silver,20669,Cash
1462,2023-01-19,Impreza,Subaru,18155,new,27,White,0,Loan
1463,2022-08-02,Impala,Chevrolet,18514,new,33,Blue,0,Loan
1464,2019-10-26,Rogue,Nissan,21334,used,51,White,37582,Lease
1465,2019-06-06,Sportage,Kia,20135,new,55,Gray,0,Lease
1466,2022-04-11,Escape,Ford,21266,used,52,Gray,34658,Lease
1467,2021-12-22,Rogue,Nissan,23719,new,63,White,0,Loan
1468,2020-12-25,Outback,Subaru,26278,new,22,Red,0,Cash
1469,2022-10-01,Camry,Toyota,21953,new,61,Black,0,Loan
1470,2020-02-22,Escape,Ford,19071,new,45,White,0,Loan
1471,2019-06-25,Fusion,Ford,27735,used,47,Blue,39359,Cash
1472,2023-10-15,Optima,Kia,30924,new,52,Gray,0,Loan
1473,2019-04-30,Camry,Toyota,23842,used,50,Gray,14792,Cash
1474,2020-05-28,Accord,Honda,22301,used,53,Blue,67032,Cash
1475,2020-10-29,Forte,Kia,17703,used,47,White,24156,Cash
1476,2021-08-20,Corolla,Toyota,19291,used,55,Red,10031,Cash
1477,2020-08-31,Sentra,Nissan,22901,used,60,Blue,24462,Cash
1478,2022-09-19,CX-5,Mazda,26720,new,22,White,0,Cash
1479,2019-03-22,Forte,Kia,28960,used,31,Blue,23328,Cash
1480,2023-04-06,Altima,Nissan,15685,used,59,White,59579,Loan
1481,2023-09-09,Mazda6,Mazda,25759,new,22,Red,0,Cash
1482,2020-12-29,Elantra,Hyundai,19088,new,40,Black,0,Lease
1483,2021-11-21,Rogue,Nissan,19099,used,34,Blue,33471,Cash
1484,2020-10-23,Camry,Toyota,26619,new,34,Blue,0,Cash
1485,2020-10-14,Impreza,Subaru,29926,new,62,Silver,0,Lease
1486,2019-09-06,Tiguan,Volkswagen,22798,new,48,Red,0,Loan
1487,2021-06-25,Rogue,Nissan,19540,new,50,Blue,0,Loan
1488,2022-06-26,Outback,Subaru,16960,used,63,White,51008,Lease
1489,2020-05-20,Forte,Kia,32233,new,45,Red,0,Lease
1490,2022-04-12,Civic,Honda,34286,new,24,White,0,Lease
1491,2023-01-26,Sentra,Nissan,29735,used,39,Silver,29577,Lease
1492,2023-09-27,Accord,Honda,19233,new,63,Gray,0,Lease
1493,2021-03-06,Civic,Honda,32605,new,25,Blue,0,Cash
1494,2020-05-10,RAV4,Toyota,15730,used,43,Red,27494,Cash
1495,2022-10-29,Tucson,Hyundai,20444,new,35,Red,0,Cash
1496,2021-12-01,RAV4,Toyota,22443,new,36,Red,0,Loan
1497,2021-12-10,Mazda6,Mazda,23061,new,61,Blue,0,Lease
1498,2019-05-21,Equinox,Chevrolet,20089,new,62,Silver,0,Loan
1499,2019-08-21,CRV,Honda,25203,new,27,White,0,Loan
1500,2021-11-26,Tiguan,Volkswagen,22691,new,32,White,0,Lease
1501,2023-08-08,CX-5,Mazda,15569,used,34,Red,46635,Loan
1502,2019-03-11,Tiguan,Volkswagen,23600,new,26,Red,0,Lease
1503,2020-09-11,Optima,Kia,27329,new,31,Blue,0,Loan
1504,2020-07-03,Legacy,Subaru,29480,used,37,Red,18398,Cash
1505,2021-04-23,Camry,Toyota,31956,new,58,Red,0,Cash
1506,2020-12-25,Escape,Ford,19127,used,50,Silver,36687,Cash
1507,2023-01-30,Altima,Nissan,19834,new,26,Black,0,Lease
1508,2022-03-27,Tiguan,Volkswagen,31975,new,33,Silver,0,Cash
1509,2021-05-27,Altima,Nissan,22233,used,36,Black,18979,Lease
1510,2020-09-25,Impala,Chevrolet,25916,new,23,Red,0,Cash
1511,2020-02-19,Malibu,Chevrolet,28373,new,39,Gray,0,Loan
1512,2019-12-19,CX-5,Mazda,23396,used,31,Black,58462,Cash
1513,2023-10-27,Jetta,Volkswagen,33291,new,28,White,0,Lease
1514,2020-01-22,Altima,Nissan,23940,new,54,Black,0,Lease
1515,2019-04-04,CRV,Honda,22627,new,27,Black,0,Lease
1516,2021-06-11,Sonata,Hyundai,27336,used,34,Blue,72994,Lease
1517,2022-04-18,Impala,Chevrolet,18680,new,33,Red,0,Loan
1518,2020-05-20,Escape,Ford,32745,new,49,White,0,Cash
1519,2022-05-08,Malibu,Chevrolet,20238,new,63,Silver,0,Loan
1520,2021-02-22,Rogue,Nissan,16851,used,25,Black,67211,Lease
1521,2019-12-08,Sportage,Kia,27272,new,27,White,0,Cash
1522,2020-04-28,Altima,Nissan,16543,used,51,White,23030,Lease
1523,2020-08-28,Equinox,Chevrolet,16126,used,44,Silver,12527,Lease
1524,2019-03-21,Optima,Kia,26682,used,60,Red,61562,Lease
1525,2022-09-26,Forte,Kia,17532,used,27,Silver,27925,Lease
1526,2020-08-05,Civic,Honda,26951,new,46,Blue,0,Cash
1527,2019-06-17,Legacy,Subaru,22196,used,63,Blue,15008,Cash
1528,2022-09-04,Accord,Honda,21855,used,49,Blue,65911,Cash
1529,2020-03-30,Sonata,Hyundai,23838,used,31,Black,26336,Loan
1530,2020-05-28,Legacy,Subaru,20101,used,55,Red,22407,Cash
1531,2020-10-14,Escape,Ford,34238,new,51,Gray,0,Cash
1532,2020-06-04,Jetta,Volkswagen,34262,new,56,Red,0,Loan
1533,2023-05-04,Rogue,Nissan,33337,new,25,Black,0,Cash
1534,2020-12-22,Impreza,Subaru,24551,used,45,Black,79292,Lease
1535,2022-11-01,Tucson,Hyundai,28729,used,54,Gray,54516,Cash
1536,2020-04-25,Mazda3,Mazda,24556,used,65,White,56929,Loan
1537,2020-06-16,Sonata,Hyundai,23439,new,63,Gray,0,Cash
1538,2021-05-25,Passat,Volkswagen,23191,new,28,Black,0,Cash
1539,2019-01-11,Impreza,Subaru,27101,used,25,Black,79290,Cash
1540,2020-02-10,Focus,Ford,26766,used,64,Gray,34650,Loan
1541,2019-09-29,Forte,Kia,30460,new,38,White,0,Lease
1542,2023-07-11,Tiguan,Volkswagen,20700,new,57,White,0,Loan
1543,2022-04-09,CRV,Honda,20309,new,24,Silver,0,Loan
